borrower_id,role_profile
99e0d325-991a-432f-abe2-33a0384e4a82,borrower
fdd55019-babc-4aa0-89d9-c00a33a0cde0,co-borrower
df273764-f2c1-4bb3-8e56-4d486b77b91e,co-borrower
d52f9713-e2d9-4237-b6aa-f02a57c47d50,borrower
55c891c7-e4b1-47dc-b8f7-f7aa364f50a5,borrower
14f209f3-46de-47cc-896b-38e65dc4a11e,borrower
6ade1c65-ab41-4277-8530-16b0ebc45996,co-borrower
75421c0c-3b9f-4019-b5ed-fcff3ae5581b,co-borrower
cb40ab2a-871b-4ebb-8308-b03cc77fcf21,co-borrower
65961e35-0abe-45bd-9e62-67fbd5d8c3c9,co-borrower
8ba74501-9150-4fd0-8aeb-7c82268dcf3f,co-borrower
3c82859a-fbae-4d26-945a-9ebbdd6b5315,borrower
c88da5e8-fc1d-4a32-b809-e441f767285e,borrower
da646ecd-dcd8-4d68-a6a0-cf165daff22a,borrower
6ccc072c-786d-4e1b-8ace-7004a3ce2f96,co-borrower
0f0ca9c1-2890-471e-b8f7-ba52a801511a,co-borrower
08932ca3-999e-4a6c-9e90-b985526e1038,co-borrower
2fb7c739-b28b-485a-b8ed-3bf14ebc35e1,co-borrower
9f32a1dd-9cca-48ca-a2bb-3520d7cc68ed,borrower
578618c5-ca66-431f-9a6b-9fb4bcdcd386,borrower
1383e2a1-8e27-4465-b9dd-23f11de8cde0,borrower
d91e935c-a9f2-46ce-bd10-3e815eced662,co-borrower
a7b37ea0-bd30-4037-9554-535f267c801a,co-borrower
2e141dfe-a76b-4382-b70b-b3748077786d,co-borrower
db952ea9-51bd-481b-a6d9-9b4e72f5d300,borrower
bfee9bfa-27dc-49e2-a631-9f9b05c55664,borrower
1fc453f1-f3d8-4f2e-8ea2-bd8d6ee7907f,co-borrower
12bb45b6-4e78-4678-ae78-c2831e284152,co-borrower
16145f08-9366-4c99-aef7-c18f87dd5e21,borrower
a5349de1-573c-48ff-a969-a032917c9444,co-borrower
3980fe52-b8fc-4303-99de-5fe6d1d79af8,co-borrower
66ad9a34-8b46-4948-a40d-7593d42aa0b5,co-borrower
a83ac456-2079-4d89-b262-b3fdb4ef29a5,borrower
04bf667d-63f5-4b4d-a9e6-ce04e0a6d091,borrower
204589b8-edbc-474f-8a7c-8b69a2c5121e,borrower
939ec346-cac6-4fa9-a1f4-3fd09d29ebf8,co-borrower
93c2ab30-921c-4238-a82f-6abeb560fd7f,borrower
20ceed9a-80bc-408c-a903-747a0a7d8158,co-borrower
5e8824c7-8bf4-4a8e-8ad4-69769d4287a9,borrower
abe2b07b-a2ba-45f0-b367-9c8acf8fd89b,borrower
90522572-4bee-4ab0-907c-de5fc244f626,borrower
19391013-d811-4b4d-a009-977e57515b7c,co-borrower
156e123d-9dd4-4393-9e6c-428737623270,co-borrower
062f5cab-0a37-4631-8822-d5b91ab35c5c,co-borrower
4a89dcf6-25df-4c94-a34e-235de5ad8c5e,borrower
109786db-8d60-4c91-90ef-e34625ea5333,borrower
b478518c-4f04-431a-b5fc-45f9d8a4817b,co-borrower
578af699-7b4d-4f6f-ac57-40d502e7806a,borrower
515f7c31-c73e-4ae8-99e8-f22e71d79588,borrower
5a332872-5848-4b1c-ac2d-5b5e9b7f04c1,co-borrower
9359d303-39a9-42a3-bd07-6ecfc5be1ef2,borrower
3d191f15-37ee-4bcd-9622-9af206441948,borrower
30cb51df-9076-4632-9560-e38a66254d9d,co-borrower
a3b58a6c-98b4-40a3-840a-c9a29a95fc70,co-borrower
0cf15c2e-1a39-483b-9ef9-3a9284ae3dae,borrower
c55a35bd-f29f-4b50-a937-43c8d415188f,borrower
386c383a-81b8-4377-8b8e-7fe1852af789,co-borrower
b031301e-4030-416d-a40f-a64750e2eb35,co-borrower
ab3b269d-980a-446e-8d1d-58aaa27a56c4,co-borrower
a2901709-5cd0-42a1-b7df-8b021a1474df,co-borrower
08fd150d-16ee-4784-bd56-e35d4a433e2c,borrower
0323eef2-df24-45a4-8607-2bb37da73789,borrower
6ebf2a57-99ca-4b2f-9e16-473cf9b0d8ac,borrower
c479b7c7-12ae-4d58-9e72-fb42e134de6a,co-borrower
8e8de1be-66cb-49d4-a78c-103d48f1c447,borrower
65b75d23-90fc-4471-b475-2a6e7c318889,co-borrower
47be89c6-c246-44d5-aa34-3829e7ecd97c,co-borrower
fd9907ef-c54f-4fa4-802f-1acd80814554,borrower
16f3d011-ee32-4ff3-ad8a-008c080e98a2,co-borrower
2df32480-2603-419f-8b04-ccc39f9231b3,co-borrower
23316a8d-34f9-4a6a-a568-56c6d977e91c,borrower
126d3f70-2cfb-43e3-aba5-6ddc95b41ec8,borrower
b1e50ca2-df53-45b3-a06e-fd5530612b35,co-borrower
8d776f9a-69e4-4498-addb-cb2c57ac4bc9,borrower
50f8a1b3-adab-41eb-9c49-6480156eb92c,borrower
1bd6f19c-368d-4257-bb83-7053e6ade367,borrower
f72cc897-a4e7-43a6-838d-625b81ca66aa,borrower
4c362c20-22b5-4ddd-9731-d890960b63cb,co-borrower
8fbad58b-9439-4299-a08c-8d2ec226b44b,borrower
fd5af3fa-5516-46ac-a2a8-401c5e1e3f45,borrower
66a2dda3-e664-4c8b-baba-ecf59f659bab,borrower
6b7b5a12-bdc4-448c-8767-3f1319612bb0,co-borrower
f21824cd-1119-42c0-9b97-aa3f648eb4da,borrower
d591fb85-bbc2-47f0-acfd-4ee2644e57b6,borrower
6288e476-5289-4e0b-823b-ce7071069fa0,borrower
4fd08d5d-c785-443a-ba25-9b557cece6d0,borrower
ad4ba8fa-f9b5-414c-9fc7-37432f80666c,borrower
66fcdaa1-9bed-42a2-b8d9-6b79136df88d,borrower
eb2b8b31-5d3e-48f5-8567-4a363e24c678,co-borrower
cbf6fd0f-ce1a-4420-bc05-00e8eb4aca83,borrower
71590acd-72cd-481a-85a6-87587d228c89,co-borrower
6f5f5fd3-b606-43ad-a89d-953ad4d88b6d,borrower
9ccce0dc-9ac2-44b8-aa4e-9b0f00d4c106,borrower
1af1564e-adc4-489e-92e5-375854580b79,borrower
acb0f101-b731-4ec9-a08f-22c8b5e75dc5,borrower
54d1a550-de61-4ab6-bc36-7073c2776069,borrower
a54dda7e-f15c-4364-a281-858076d23373,borrower
258cc109-aa9d-4ca5-a431-4b55aefb84a5,co-borrower
ad439b05-aaac-4ba2-8663-99a025d6241a,co-borrower
8e622d83-a033-4159-8ff0-eb506a3c1f63,borrower
6bf07c96-deee-4982-a7a1-03adb92ce107,borrower
f9867f30-610b-44a0-98ac-5e6535e1cb5c,borrower
f8c1efb4-e419-478c-9535-772903fbdc6e,borrower
72057393-cc95-445a-a917-dcba3ae63736,co-borrower
e97ee178-ac8f-4214-91c9-e9e4b71f392b,co-borrower
61484ed1-c14a-425f-8055-0f114ea7e395,co-borrower
185da229-06f3-4681-a54b-6421ef1ba2f7,co-borrower
2eb70ad1-a839-4d95-8a67-85629d3f3743,co-borrower
a84fd9de-2784-4311-a2a8-45d0b8676cec,borrower
5cc5071c-8b9d-409f-a242-4cbba8a0a339,borrower
a9bc54cb-c992-40bf-9b8b-5fa7c55a7f1d,co-borrower
556bd3e2-a8af-4800-8d54-c994e5932ecb,borrower
4a2c873f-1865-4899-ba58-f34c26af2e8a,borrower
62c00d1e-98ce-48bb-8e9e-94dbcdf38aae,co-borrower
69dc7d1b-8051-4671-8aa0-af4ea3f106ab,co-borrower
928df51a-7f71-4952-808f-53c271b4d1b7,borrower
92a127f2-fc08-4c8f-bf8c-d8935f58541b,co-borrower
d057f514-b3cd-4181-a86b-31139adcc684,co-borrower
96a55f0d-b3e5-4d54-9c8e-3dbd0275f34d,borrower
8e0f12fc-9b4e-408e-b97e-bb5599b2f12a,borrower
7b89aa8e-8e2a-47ed-adb9-5fd2683ece91,co-borrower
65b313cd-dea5-48fa-b3fa-3da0ad63a6c3,borrower
248463c4-f940-4756-a394-4a89bcad0404,borrower
22fd365a-b9f3-4767-b376-45816dd0819b,co-borrower
ed23efcf-a7d3-4c8e-92db-18853403feb8,co-borrower
cccf449a-10a0-4df4-8fef-1ccf8da4c445,borrower
9c1a8ff4-2181-4adc-b6a6-6cc165cd160e,borrower
1a563e33-d197-45ea-be55-c2804f3921fd,borrower
